"","year","period","value_earnings","industry_text"
"3635",2014,"09",21543,"Education and health services"
"3636",2014,"10",21573,"Education and health services"
"3637",2014,"11",21626,"Education and health services"
"3638",2014,"12",21678,"Education and health services"
"3639",2015,"01",21741,"Education and health services"
"3640",2015,"02",21789,"Education and health services"
"3641",2015,"03",21832,"Education and health services"
"3642",2015,"04",21906,"Education and health services"
"3643",2015,"05",21958,"Education and health services"
"3644",2015,"06",21998,"Education and health services"
"3645",2015,"07",22053,"Education and health services"
"3646",2015,"08",22094,"Education and health services"
"3647",2015,"09",22131,"Education and health services"
"3648",2015,"10",22215,"Education and health services"
"3649",2015,"11",22260,"Education and health services"
"3650",2015,"12",22323,"Education and health services"
"3651",2016,"01",22337,"Education and health services"
"3652",2016,"02",22405,"Education and health services"
"3653",2016,"03",22452,"Education and health services"
"3654",2016,"04",22510,"Education and health services"
"3655",2016,"05",22567,"Education and health services"
"3656",2016,"06",22624,"Education and health services"
"3657",2016,"07",22668,"Education and health services"
"3658",2016,"08",22714,"Education and health services"
"3659",2016,"09",22773,"Education and health services"
"3660",2016,"10",22834,"Education and health services"
"3661",2016,"11",22868,"Education and health services"
"3662",2016,"12",22929,"Education and health services"
"3663",2017,"01",22938,"Education and health services"
"3664",2017,"02",23012,"Education and health services"
"3665",2017,"03",23051,"Education and health services"
"3666",2017,"04",23101,"Education and health services"
"3667",2017,"05",23139,"Education and health services"
"3668",2017,"06",23167,"Education and health services"
"3669",2017,"07",23227,"Education and health services"
"3670",2017,"08",23264,"Education and health services"
"3671",2017,"09",23295,"Education and health services"
"3672",2017,"10",23322,"Education and health services"
"3673",2017,"11",23374,"Education and health services"
"3674",2017,"12",23383,"Education and health services"
"3675",2018,"01",23437,"Education and health services"
"3676",2018,"02",23491,"Education and health services"
"3677",2018,"03",23523,"Education and health services"
"3678",2018,"04",23538,"Education and health services"
"3679",2018,"05",23576,"Education and health services"
"3680",2018,"06",23617,"Education and health services"
"3681",2018,"07",23644,"Education and health services"
"3682",2018,"08",23691,"Education and health services"
"3683",2018,"09",23716,"Education and health services"
"3684",2018,"10",23767,"Education and health services"
"3685",2018,"11",23790,"Education and health services"
"3686",2018,"12",23844,"Education and health services"
"3687",2019,"01",23900,"Education and health services"
"3688",2019,"02",23918,"Education and health services"
"3689",2019,"03",23981,"Education and health services"
"3690",2019,"04",24046,"Education and health services"
"3691",2019,"05",24076,"Education and health services"
"3692",2019,"06",24131,"Education and health services"
"3693",2019,"07",24204,"Education and health services"
"3694",2019,"08",24262,"Education and health services"
"3695",2019,"09",24323,"Education and health services"
"3696",2019,"10",24363,"Education and health services"
"3697",2019,"11",24436,"Education and health services"
"3698",2019,"12",24465,"Education and health services"
"3699",2020,"01",24534,"Education and health services"
"3700",2020,"02",24586,"Education and health services"
"3701",2020,"03",24408,"Education and health services"
"3702",2020,"04",21805,"Education and health services"
"3703",2020,"05",22193,"Education and health services"
"3704",2020,"06",22760,"Education and health services"
"3705",2020,"07",22975,"Education and health services"
"3706",2000,"01",106377,"Service-providing"
"3707",2000,"02",106515,"Service-providing"
"3708",2000,"03",106891,"Service-providing"
"3709",2000,"04",107200,"Service-providing"
"3710",2000,"05",107458,"Service-providing"
"3711",2000,"06",107389,"Service-providing"
"3712",2000,"07",107519,"Service-providing"
"3713",2000,"08",107547,"Service-providing"
"3714",2000,"09",107711,"Service-providing"
"3715",2000,"10",107713,"Service-providing"
"3716",2000,"11",107933,"Service-providing"
"3717",2000,"12",108134,"Service-providing"
"3718",2001,"01",108165,"Service-providing"
"3719",2001,"02",108315,"Service-providing"
"3720",2001,"03",108338,"Service-providing"
"3721",2001,"04",108209,"Service-providing"
"3722",2001,"05",108291,"Service-providing"
"3723",2001,"06",108334,"Service-providing"
"3724",2001,"07",108340,"Service-providing"
"3725",2001,"08",108361,"Service-providing"
"3726",2001,"09",108234,"Service-providing"
"3727",2001,"10",108076,"Service-providing"
"3728",2001,"11",107933,"Service-providing"
"3729",2001,"12",107888,"Service-providing"
"3730",2002,"01",107891,"Service-providing"
"3731",2002,"02",107860,"Service-providing"
"3732",2002,"03",107931,"Service-providing"
"3733",2002,"04",107934,"Service-providing"
"3734",2002,"05",108030,"Service-providing"
"3735",2002,"06",108106,"Service-providing"
"3736",2002,"07",108069,"Service-providing"
"3737",2002,"08",108138,"Service-providing"
"3738",2002,"09",108104,"Service-providing"
"3739",2002,"10",108303,"Service-providing"
"3740",2002,"11",108333,"Service-providing"
"3741",2002,"12",108283,"Service-providing"
"3742",2003,"01",108434,"Service-providing"
"3743",2003,"02",108421,"Service-providing"
"3744",2003,"03",108287,"Service-providing"
"3745",2003,"04",108313,"Service-providing"
"3746",2003,"05",108364,"Service-providing"
"3747",2003,"06",108406,"Service-providing"
"3748",2003,"07",108483,"Service-providing"
"3749",2003,"08",108443,"Service-providing"
"3750",2003,"09",108554,"Service-providing"
"3751",2003,"10",108763,"Service-providing"
"3752",2003,"11",108786,"Service-providing"
"3753",2003,"12",108885,"Service-providing"
"3754",2004,"01",109054,"Service-providing"
"3755",2004,"02",109132,"Service-providing"
"3756",2004,"03",109384,"Service-providing"
"3757",2004,"04",109609,"Service-providing"
"3758",2004,"05",109813,"Service-providing"
"3759",2004,"06",109908,"Service-providing"
"3760",2004,"07",109948,"Service-providing"
"3761",2004,"08",109993,"Service-providing"
"3762",2004,"09",110136,"Service-providing"
"3763",2004,"10",110443,"Service-providing"
"3764",2004,"11",110506,"Service-providing"
"3765",2004,"12",110619,"Service-providing"
"3766",2005,"01",110816,"Service-providing"
"3767",2005,"02",110996,"Service-providing"
"3768",2005,"03",111090,"Service-providing"
"3769",2005,"04",111382,"Service-providing"
"3770",2005,"05",111518,"Service-providing"
"3771",2005,"06",111757,"Service-providing"
"3772",2005,"07",112091,"Service-providing"
"3773",2005,"08",112270,"Service-providing"
"3774",2005,"09",112340,"Service-providing"
"3775",2005,"10",112363,"Service-providing"
"3776",2005,"11",112636,"Service-providing"
"3777",2005,"12",112773,"Service-providing"
"3778",2006,"01",112962,"Service-providing"
"3779",2006,"02",113202,"Service-providing"
"3780",2006,"03",113475,"Service-providing"
"3781",2006,"04",113574,"Service-providing"
"3782",2006,"05",113647,"Service-providing"
"3783",2006,"06",113727,"Service-providing"
"3784",2006,"07",113930,"Service-providing"
"3785",2006,"08",114122,"Service-providing"
"3786",2006,"09",114306,"Service-providing"
"3787",2006,"10",114396,"Service-providing"
"3788",2006,"11",114655,"Service-providing"
"3789",2006,"12",114844,"Service-providing"
"3790",2007,"01",115038,"Service-providing"
"3791",2007,"02",115224,"Service-providing"
"3792",2007,"03",115402,"Service-providing"
"3793",2007,"04",115492,"Service-providing"
"3794",2007,"05",115670,"Service-providing"
"3795",2007,"06",115746,"Service-providing"
"3796",2007,"07",115761,"Service-providing"
"3797",2007,"08",115850,"Service-providing"
"3798",2007,"09",116002,"Service-providing"
"3799",2007,"10",116118,"Service-providing"
"3800",2007,"11",116269,"Service-providing"
"3801",2007,"12",116416,"Service-providing"
"3802",2008,"01",116456,"Service-providing"
"3803",2008,"02",116427,"Service-providing"
"3804",2008,"03",116455,"Service-providing"
"3805",2008,"04",116354,"Service-providing"
"3806",2008,"05",116259,"Service-providing"
"3807",2008,"06",116204,"Service-providing"
"3808",2008,"07",116131,"Service-providing"
"3809",2008,"08",115963,"Service-providing"
"3810",2008,"09",115652,"Service-providing"
"3811",2008,"10",115377,"Service-providing"
"3812",2008,"11",114922,"Service-providing"
"3813",2008,"12",114517,"Service-providing"
"3814",2009,"01",114166,"Service-providing"
"3815",2009,"02",113737,"Service-providing"
"3816",2009,"03",113285,"Service-providing"
"3817",2009,"04",112923,"Service-providing"
"3818",2009,"05",112820,"Service-providing"
"3819",2009,"06",112586,"Service-providing"
"3820",2009,"07",112390,"Service-providing"
"3821",2009,"08",112334,"Service-providing"
"3822",2009,"09",112201,"Service-providing"
"3823",2009,"10",112130,"Service-providing"
"3824",2009,"11",112188,"Service-providing"
"3825",2009,"12",111996,"Service-providing"
"3826",2010,"01",112083,"Service-providing"
"3827",2010,"02",112071,"Service-providing"
"3828",2010,"03",112207,"Service-providing"
"3829",2010,"04",112381,"Service-providing"
"3830",2010,"05",112908,"Service-providing"
"3831",2010,"06",112748,"Service-providing"
"3832",2010,"07",112650,"Service-providing"
"3833",2010,"08",112629,"Service-providing"
"3834",2010,"09",112570,"Service-providing"
"3835",2010,"10",112824,"Service-providing"
"3836",2010,"11",112923,"Service-providing"
"3837",2010,"12",113026,"Service-providing"
"3838",2011,"01",113057,"Service-providing"
"3839",2011,"02",113209,"Service-providing"
"3840",2011,"03",113382,"Service-providing"
"3841",2011,"04",113645,"Service-providing"
"3842",2011,"05",113696,"Service-providing"
"3843",2011,"06",113894,"Service-providing"
"3844",2011,"07",113905,"Service-providing"
"3845",2011,"08",114005,"Service-providing"
"3846",2011,"09",114191,"Service-providing"
"3847",2011,"10",114374,"Service-providing"
"3848",2011,"11",114507,"Service-providing"
"3849",2011,"12",114652,"Service-providing"
"3850",2012,"01",114946,"Service-providing"
"3851",2012,"02",115178,"Service-providing"
"3852",2012,"03",115380,"Service-providing"
"3853",2012,"04",115450,"Service-providing"
"3854",2012,"05",115548,"Service-providing"
"3855",2012,"06",115596,"Service-providing"
"3856",2012,"07",115712,"Service-providing"
"3857",2012,"08",115872,"Service-providing"
"3858",2012,"09",116057,"Service-providing"
"3859",2012,"10",116205,"Service-providing"
"3860",2012,"11",116356,"Service-providing"
"3861",2012,"12",116540,"Service-providing"
"3862",2013,"01",116683,"Service-providing"
"3863",2013,"02",116903,"Service-providing"
"3864",2013,"03",117020,"Service-providing"
"3865",2013,"04",117218,"Service-providing"
"3866",2013,"05",117402,"Service-providing"
"3867",2013,"06",117550,"Service-providing"
"3868",2013,"07",117681,"Service-providing"
"3869",2013,"08",117872,"Service-providing"
"3870",2013,"09",118005,"Service-providing"
"3871",2013,"10",118183,"Service-providing"
"3872",2013,"11",118393,"Service-providing"
"3873",2013,"12",118492,"Service-providing"
"3874",2014,"01",118611,"Service-providing"
"3875",2014,"02",118726,"Service-providing"
"3876",2014,"03",118931,"Service-providing"
"3877",2014,"04",119189,"Service-providing"
"3878",2014,"05",119369,"Service-providing"
"3879",2014,"06",119642,"Service-providing"
"3880",2014,"07",119805,"Service-providing"
"3881",2014,"08",119941,"Service-providing"
"3882",2014,"09",120195,"Service-providing"
"3883",2014,"10",120399,"Service-providing"
"3884",2014,"11",120653,"Service-providing"
"3885",2014,"12",120896,"Service-providing"
"3886",2015,"01",121068,"Service-providing"
"3887",2015,"02",121302,"Service-providing"
"3888",2015,"03",121405,"Service-providing"
"3889",2015,"04",121641,"Service-providing"
"3890",2015,"05",121945,"Service-providing"
"3891",2015,"06",122108,"Service-providing"
"3892",2015,"07",122375,"Service-providing"
"3893",2015,"08",122497,"Service-providing"
"3894",2015,"09",122640,"Service-providing"
"3895",2015,"10",122907,"Service-providing"
"3896",2015,"11",123113,"Service-providing"
"3897",2015,"12",123359,"Service-providing"
"3898",2016,"01",123440,"Service-providing"
"3899",2016,"02",123705,"Service-providing"
"3900",2016,"03",123946,"Service-providing"
"3901",2016,"04",124121,"Service-providing"
"3902",2016,"05",124202,"Service-providing"
"3903",2016,"06",124449,"Service-providing"
"3904",2016,"07",124755,"Service-providing"
"3905",2016,"08",124915,"Service-providing"
"3906",2016,"09",125154,"Service-providing"
"3907",2016,"10",125272,"Service-providing"
"3908",2016,"11",125404,"Service-providing"
"3909",2016,"12",125617,"Service-providing"
"3910",2017,"01",125762,"Service-providing"
"3911",2017,"02",125887,"Service-providing"
"3912",2017,"03",125980,"Service-providing"
"3913",2017,"04",126156,"Service-providing"
"3914",2017,"05",126289,"Service-providing"
"3915",2017,"06",126462,"Service-providing"
"3916",2017,"07",126671,"Service-providing"
"3917",2017,"08",126776,"Service-providing"
"3918",2017,"09",126768,"Service-providing"
"3919",2017,"10",126990,"Service-providing"
"3920",2017,"11",127148,"Service-providing"
"3921",2017,"12",127225,"Service-providing"
"3922",2018,"01",127301,"Service-providing"
"3923",2018,"02",127584,"Service-providing"
"3924",2018,"03",127724,"Service-providing"
"3925",2018,"04",127814,"Service-providing"
"3926",2018,"05",128021,"Service-providing"
"3927",2018,"06",128190,"Service-providing"
"3928",2018,"07",128285,"Service-providing"
"3929",2018,"08",128477,"Service-providing"
"3930",2018,"09",128514,"Service-providing"
"3931",2018,"10",128665,"Service-providing"
"3932",2018,"11",128786,"Service-providing"
"3933",2018,"12",128917,"Service-providing"
"3934",2019,"01",129111,"Service-providing"
"3935",2019,"02",129141,"Service-providing"
"3936",2019,"03",129271,"Service-providing"
"3937",2019,"04",129453,"Service-providing"
"3938",2019,"05",129527,"Service-providing"
"3939",2019,"06",129683,"Service-providing"
"3940",2019,"07",129868,"Service-providing"
"3941",2019,"08",130073,"Service-providing"
"3942",2019,"09",130262,"Service-providing"
"3943",2019,"10",130467,"Service-providing"
"3944",2019,"11",130683,"Service-providing"
"3945",2019,"12",130862,"Service-providing"
"3946",2020,"01",131063,"Service-providing"
"3947",2020,"02",131258,"Service-providing"
"3948",2020,"03",130004,"Service-providing"
"3949",2020,"04",111605,"Service-providing"
"3950",2020,"05",113654,"Service-providing"
"3951",2020,"06",117930,"Service-providing"
"3952",2020,"07",119654,"Service-providing"
"3953",2000,"01",11713,"Leisure and hospitality"
"3954",2000,"02",11719,"Leisure and hospitality"
"3955",2000,"03",11788,"Leisure and hospitality"
"3956",2000,"04",11834,"Leisure and hospitality"
"3957",2000,"05",11827,"Leisure and hospitality"
"3958",2000,"06",11869,"Leisure and hospitality"
"3959",2000,"07",11900,"Leisure and hospitality"
"3960",2000,"08",11927,"Leisure and hospitality"
"3961",2000,"09",11940,"Leisure and hospitality"
"3962",2000,"10",11876,"Leisure and hospitality"
"3963",2000,"11",11946,"Leisure and hospitality"
"3964",2000,"12",11976,"Leisure and hospitality"
"3965",2001,"01",11977,"Leisure and hospitality"
"3966",2001,"02",11997,"Leisure and hospitality"
"3967",2001,"03",12000,"Leisure and hospitality"
"3968",2001,"04",12040,"Leisure and hospitality"
"3969",2001,"05",12068,"Leisure and hospitality"
"3970",2001,"06",12076,"Leisure and hospitality"
"3971",2001,"07",12110,"Leisure and hospitality"
"3972",2001,"08",12093,"Leisure and hospitality"
"3973",2001,"09",12061,"Leisure and hospitality"
"3974",2001,"10",12015,"Leisure and hospitality"
"3975",2001,"11",11985,"Leisure and hospitality"
"3976",2001,"12",11967,"Leisure and hospitality"
"3977",2002,"01",12006,"Leisure and hospitality"
"3978",2002,"02",11962,"Leisure and hospitality"
"3979",2002,"03",11965,"Leisure and hospitality"
"3980",2002,"04",11928,"Leisure and hospitality"
"3981",2002,"05",11936,"Leisure and hospitality"
"3982",2002,"06",11905,"Leisure and hospitality"
"3983",2002,"07",11912,"Leisure and hospitality"
"3984",2002,"08",11936,"Leisure and hospitality"
"3985",2002,"09",11991,"Leisure and hospitality"
"3986",2002,"10",12070,"Leisure and hospitality"
"3987",2002,"11",12109,"Leisure and hospitality"
"3988",2002,"12",12112,"Leisure and hospitality"
"3989",2003,"01",12173,"Leisure and hospitality"
"3990",2003,"02",12130,"Leisure and hospitality"
"3991",2003,"03",12109,"Leisure and hospitality"
"3992",2003,"04",12085,"Leisure and hospitality"
"3993",2003,"05",12092,"Leisure and hospitality"
"3994",2003,"06",12121,"Leisure and hospitality"
"3995",2003,"07",12143,"Leisure and hospitality"
"3996",2003,"08",12177,"Leisure and hospitality"
"3997",2003,"09",12208,"Leisure and hospitality"
"3998",2003,"10",12259,"Leisure and hospitality"
"3999",2003,"11",12284,"Leisure and hospitality"
"4000",2003,"12",12320,"Leisure and hospitality"
"4001",2004,"01",12346,"Leisure and hospitality"
"4002",2004,"02",12372,"Leisure and hospitality"
"4003",2004,"03",12425,"Leisure and hospitality"
"4004",2004,"04",12435,"Leisure and hospitality"
"4005",2004,"05",12481,"Leisure and hospitality"
"4006",2004,"06",12495,"Leisure and hospitality"
"4007",2004,"07",12495,"Leisure and hospitality"
"4008",2004,"08",12485,"Leisure and hospitality"
"4009",2004,"09",12550,"Leisure and hospitality"
"4010",2004,"10",12582,"Leisure and hospitality"
"4011",2004,"11",12606,"Leisure and hospitality"
"4012",2004,"12",12630,"Leisure and hospitality"
"4013",2005,"01",12665,"Leisure and hospitality"
"4014",2005,"02",12690,"Leisure and hospitality"
"4015",2005,"03",12718,"Leisure and hospitality"
"4016",2005,"04",12802,"Leisure and hospitality"
"4017",2005,"05",12797,"Leisure and hospitality"
"4018",2005,"06",12837,"Leisure and hospitality"
"4019",2005,"07",12867,"Leisure and hospitality"
"4020",2005,"08",12891,"Leisure and hospitality"
"4021",2005,"09",12862,"Leisure and hospitality"
"4022",2005,"10",12840,"Leisure and hospitality"
"4023",2005,"11",12884,"Leisure and hospitality"
"4024",2005,"12",12905,"Leisure and hospitality"
"4025",2006,"01",12945,"Leisure and hospitality"
"4026",2006,"02",12980,"Leisure and hospitality"
"4027",2006,"03",13034,"Leisure and hospitality"
"4028",2006,"04",13074,"Leisure and hospitality"
"4029",2006,"05",13052,"Leisure and hospitality"
"4030",2006,"06",13061,"Leisure and hospitality"
"4031",2006,"07",13130,"Leisure and hospitality"
"4032",2006,"08",13152,"Leisure and hospitality"
"4033",2006,"09",13150,"Leisure and hospitality"
"4034",2006,"10",13187,"Leisure and hospitality"
"4035",2006,"11",13251,"Leisure and hospitality"
"4036",2006,"12",13292,"Leisure and hospitality"
"4037",2007,"01",13338,"Leisure and hospitality"
"4038",2007,"02",13361,"Leisure and hospitality"
"4039",2007,"03",13363,"Leisure and hospitality"
"4040",2007,"04",13375,"Leisure and hospitality"
"4041",2007,"05",13404,"Leisure and hospitality"
"4042",2007,"06",13413,"Leisure and hospitality"
"4043",2007,"07",13417,"Leisure and hospitality"
"4044",2007,"08",13419,"Leisure and hospitality"
"4045",2007,"09",13461,"Leisure and hospitality"
"4046",2007,"10",13499,"Leisure and hospitality"
"4047",2007,"11",13535,"Leisure and hospitality"
"4048",2007,"12",13550,"Leisure and hospitality"
"4049",2008,"01",13542,"Leisure and hospitality"
"4050",2008,"02",13543,"Leisure and hospitality"
"4051",2008,"03",13531,"Leisure and hospitality"
"4052",2008,"04",13511,"Leisure and hospitality"
"4053",2008,"05",13498,"Leisure and hospitality"
"4054",2008,"06",13482,"Leisure and hospitality"
"4055",2008,"07",13463,"Leisure and hospitality"
"4056",2008,"08",13431,"Leisure and hospitality"
"4057",2008,"09",13379,"Leisure and hospitality"
"4058",2008,"10",13352,"Leisure and hospitality"
"4059",2008,"11",13300,"Leisure and hospitality"
"4060",2008,"12",13256,"Leisure and hospitality"
"4061",2009,"01",13222,"Leisure and hospitality"
"4062",2009,"02",13193,"Leisure and hospitality"
"4063",2009,"03",13127,"Leisure and hospitality"
"4064",2009,"04",13056,"Leisure and hospitality"
"4065",2009,"05",13106,"Leisure and hospitality"
"4066",2009,"06",13076,"Leisure and hospitality"
"4067",2009,"07",13078,"Leisure and hospitality"
"4068",2009,"08",13046,"Leisure and hospitality"
"4069",2009,"09",13054,"Leisure and hospitality"
"4070",2009,"10",12995,"Leisure and hospitality"
"4071",2009,"11",12986,"Leisure and hospitality"
"4072",2009,"12",12944,"Leisure and hospitality"
"4073",2010,"01",12932,"Leisure and hospitality"
"4074",2010,"02",12927,"Leisure and hospitality"
"4075",2010,"03",12943,"Leisure and hospitality"
"4076",2010,"04",12979,"Leisure and hospitality"
"4077",2010,"05",13012,"Leisure and hospitality"
"4078",2010,"06",13034,"Leisure and hospitality"
"4079",2010,"07",13048,"Leisure and hospitality"
"4080",2010,"08",13081,"Leisure and hospitality"
"4081",2010,"09",13137,"Leisure and hospitality"
"4082",2010,"10",13127,"Leisure and hospitality"
"4083",2010,"11",13126,"Leisure and hospitality"
"4084",2010,"12",13157,"Leisure and hospitality"
"4085",2011,"01",13149,"Leisure and hospitality"
"4086",2011,"02",13188,"Leisure and hospitality"
"4087",2011,"03",13247,"Leisure and hospitality"
"4088",2011,"04",13298,"Leisure and hospitality"
"4089",2011,"05",13293,"Leisure and hospitality"
"4090",2011,"06",13343,"Leisure and hospitality"
"4091",2011,"07",13370,"Leisure and hospitality"
"4092",2011,"08",13395,"Leisure and hospitality"
"4093",2011,"09",13426,"Leisure and hospitality"
"4094",2011,"10",13464,"Leisure and hospitality"
"4095",2011,"11",13511,"Leisure and hospitality"
"4096",2011,"12",13538,"Leisure and hospitality"
"4097",2012,"01",13600,"Leisure and hospitality"
"4098",2012,"02",13641,"Leisure and hospitality"
"4099",2012,"03",13706,"Leisure and hospitality"
"4100",2012,"04",13709,"Leisure and hospitality"
"4101",2012,"05",13705,"Leisure and hospitality"
"4102",2012,"06",13702,"Leisure and hospitality"
"4103",2012,"07",13735,"Leisure and hospitality"
"4104",2012,"08",13804,"Leisure and hospitality"
"4105",2012,"09",13872,"Leisure and hospitality"
"4106",2012,"10",13883,"Leisure and hospitality"
"4107",2012,"11",13910,"Leisure and hospitality"
"4108",2012,"12",13978,"Leisure and hospitality"
"4109",2013,"01",14037,"Leisure and hospitality"
"4110",2013,"02",14082,"Leisure and hospitality"
"4111",2013,"03",14113,"Leisure and hospitality"
"4112",2013,"04",14152,"Leisure and hospitality"
"4113",2013,"05",14193,"Leisure and hospitality"
"4114",2013,"06",14252,"Leisure and hospitality"
"4115",2013,"07",14288,"Leisure and hospitality"
"4116",2013,"08",14327,"Leisure and hospitality"
"4117",2013,"09",14339,"Leisure and hospitality"
"4118",2013,"10",14395,"Leisure and hospitality"
"4119",2013,"11",14432,"Leisure and hospitality"
"4120",2013,"12",14454,"Leisure and hospitality"
"4121",2014,"01",14489,"Leisure and hospitality"
"4122",2014,"02",14509,"Leisure and hospitality"
"4123",2014,"03",14564,"Leisure and hospitality"
"4124",2014,"04",14614,"Leisure and hospitality"
"4125",2014,"05",14670,"Leisure and hospitality"
"4126",2014,"06",14693,"Leisure and hospitality"
"4127",2014,"07",14703,"Leisure and hospitality"
"4128",2014,"08",14725,"Leisure and hospitality"
"4129",2014,"09",14768,"Leisure and hospitality"
"4130",2014,"10",14811,"Leisure and hospitality"
"4131",2014,"11",14849,"Leisure and hospitality"
"4132",2014,"12",14892,"Leisure and hospitality"
"4133",2015,"01",14915,"Leisure and hospitality"
"4134",2015,"02",14972,"Leisure and hospitality"
"4135",2015,"03",14981,"Leisure and hospitality"
"4136",2015,"04",15023,"Leisure and hospitality"
"4137",2015,"05",15103,"Leisure and hospitality"
"4138",2015,"06",15108,"Leisure and hospitality"
"4139",2015,"07",15168,"Leisure and hospitality"
"4140",2015,"08",15201,"Leisure and hospitality"
"4141",2015,"09",15279,"Leisure and hospitality"
"4142",2015,"10",15316,"Leisure and hospitality"
"4143",2015,"11",15374,"Leisure and hospitality"
"4144",2015,"12",15406,"Leisure and hospitality"
"4145",2016,"01",15441,"Leisure and hospitality"
"4146",2016,"02",15497,"Leisure and hospitality"
"4147",2016,"03",15538,"Leisure and hospitality"
"4148",2016,"04",15561,"Leisure and hospitality"
"4149",2016,"05",15582,"Leisure and hospitality"
"4150",2016,"06",15637,"Leisure and hospitality"
"4151",2016,"07",15684,"Leisure and hospitality"
"4152",2016,"08",15724,"Leisure and hospitality"
"4153",2016,"09",15761,"Leisure and hospitality"
"4154",2016,"10",15779,"Leisure and hospitality"
"4155",2016,"11",15829,"Leisure and hospitality"
"4156",2016,"12",15846,"Leisure and hospitality"
"4157",2017,"01",15878,"Leisure and hospitality"
"4158",2017,"02",15910,"Leisure and hospitality"
"4159",2017,"03",15922,"Leisure and hospitality"
"4160",2017,"04",15986,"Leisure and hospitality"
"4161",2017,"05",16021,"Leisure and hospitality"
"4162",2017,"06",16063,"Leisure and hospitality"
"4163",2017,"07",16134,"Leisure and hospitality"
"4164",2017,"08",16138,"Leisure and hospitality"
"4165",2017,"09",16065,"Leisure and hospitality"
"4166",2017,"10",16156,"Leisure and hospitality"
"4167",2017,"11",16170,"Leisure and hospitality"
"4168",2017,"12",16190,"Leisure and hospitality"
"4169",2018,"01",16193,"Leisure and hospitality"
"4170",2018,"02",16218,"Leisure and hospitality"
"4171",2018,"03",16220,"Leisure and hospitality"
"4172",2018,"04",16217,"Leisure and hospitality"
"4173",2018,"05",16263,"Leisure and hospitality"
"4174",2018,"06",16310,"Leisure and hospitality"
"4175",2018,"07",16349,"Leisure and hospitality"
"4176",2018,"08",16350,"Leisure and hospitality"
"4177",2018,"09",16326,"Leisure and hospitality"
"4178",2018,"10",16358,"Leisure and hospitality"
"4179",2018,"11",16368,"Leisure and hospitality"
"4180",2018,"12",16415,"Leisure and hospitality"
"4181",2019,"01",16496,"Leisure and hospitality"
"4182",2019,"02",16473,"Leisure and hospitality"
"4183",2019,"03",16494,"Leisure and hospitality"
"4184",2019,"04",16507,"Leisure and hospitality"
"4185",2019,"05",16519,"Leisure and hospitality"
"4186",2019,"06",16526,"Leisure and hospitality"
"4187",2019,"07",16528,"Leisure and hospitality"
"4188",2019,"08",16570,"Leisure and hospitality"
"4189",2019,"09",16631,"Leisure and hospitality"
"4190",2019,"10",16701,"Leisure and hospitality"
"4191",2019,"11",16744,"Leisure and hospitality"
"4192",2019,"12",16784,"Leisure and hospitality"
"4193",2020,"01",16808,"Leisure and hospitality"
"4194",2020,"02",16867,"Leisure and hospitality"
"4195",2020,"03",16124,"Leisure and hospitality"
"4196",2020,"04",8549,"Leisure and hospitality"
"4197",2020,"05",9954,"Leisure and hospitality"
"4198",2020,"06",11935,"Leisure and hospitality"
"4199",2020,"07",12527,"Leisure and hospitality"
"4200",2000,"01",85806,"Private service-providing"
"4201",2000,"02",85916,"Private service-providing"
"4202",2000,"03",86158,"Private service-providing"
"4203",2000,"04",86398,"Private service-providing"
"4204",2000,"05",86311,"Private service-providing"
"4205",2000,"06",86502,"Private service-providing"
"4206",2000,"07",86652,"Private service-providing"
"4207",2000,"08",86710,"Private service-providing"
"4208",2000,"09",86976,"Private service-providing"
"4209",2000,"10",86970,"Private service-providing"
"4210",2000,"11",87173,"Private service-providing"
"4211",2000,"12",87330,"Private service-providing"
"4212",2001,"01",87330,"Private service-providing"
"4213",2001,"02",87409,"Private service-providing"
"4214",2001,"03",87393,"Private service-providing"
"4215",2001,"04",87217,"Private service-providing"
"4216",2001,"05",87262,"Private service-providing"
"4217",2001,"06",87197,"Private service-providing"
"4218",2001,"07",87155,"Private service-providing"
"4219",2001,"08",87143,"Private service-providing"
"4220",2001,"09",86992,"Private service-providing"
"4221",2001,"10",86801,"Private service-providing"
"4222",2001,"11",86607,"Private service-providing"
"4223",2001,"12",86533,"Private service-providing"
"4224",2002,"01",86514,"Private service-providing"
"4225",2002,"02",86470,"Private service-providing"
"4226",2002,"03",86500,"Private service-providing"
"4227",2002,"04",86491,"Private service-providing"
"4228",2002,"05",86516,"Private service-providing"
"4229",2002,"06",86557,"Private service-providing"
"4230",2002,"07",86525,"Private service-providing"
"4231",2002,"08",86549,"Private service-providing"
"4232",2002,"09",86558,"Private service-providing"
"4233",2002,"10",86744,"Private service-providing"
"4234",2002,"11",86752,"Private service-providing"
"4235",2002,"12",86695,"Private service-providing"
"4236",2003,"01",86808,"Private service-providing"
"4237",2003,"02",86797,"Private service-providing"
"4238",2003,"03",86677,"Private service-providing"
"4239",2003,"04",86718,"Private service-providing"
"4240",2003,"05",86797,"Private service-providing"
"4241",2003,"06",86800,"Private service-providing"
"4242",2003,"07",86850,"Private service-providing"
"4243",2003,"08",86887,"Private service-providing"
"4244",2003,"09",87050,"Private service-providing"
"4245",2003,"10",87205,"Private service-providing"
"4246",2003,"11",87251,"Private service-providing"
"4247",2003,"12",87339,"Private service-providing"
"4248",2004,"01",87516,"Private service-providing"
"4249",2004,"02",87582,"Private service-providing"
"4250",2004,"03",87796,"Private service-providing"
