"","year","period","value_emp","sexs_code","industry_text"
"6900",2016,"05","        1757",1,"Arts, entertainment, and recreation"
"6901",2016,"06","        1755",1,"Arts, entertainment, and recreation"
"6902",2016,"07","        1743",1,"Arts, entertainment, and recreation"
"6903",2016,"08","        1832",1,"Arts, entertainment, and recreation"
"6904",2016,"09","        1835",1,"Arts, entertainment, and recreation"
"6905",2017,"02","        1786",1,"Arts, entertainment, and recreation"
"6906",2013,"08","        1698",1,"Arts, entertainment, and recreation"
"6907",2013,"09","        1669",1,"Arts, entertainment, and recreation"
"6908",2013,"10","        1660",1,"Arts, entertainment, and recreation"
"6909",2017,"06","        1821",1,"Arts, entertainment, and recreation"
"6910",2017,"03","        1821",1,"Arts, entertainment, and recreation"
"6911",2017,"04","        1855",1,"Arts, entertainment, and recreation"
"6912",2017,"05","        1804",1,"Arts, entertainment, and recreation"
"6913",2016,"12","        1790",1,"Arts, entertainment, and recreation"
"6914",2017,"01","        1709",1,"Arts, entertainment, and recreation"
"6915",2016,"10","        1823",1,"Arts, entertainment, and recreation"
"6916",2016,"11","        1833",1,"Arts, entertainment, and recreation"
"6917",2011,"04","         843",2,"Construction"
"6918",2000,"07","        1082",2,"Construction"
"6919",2000,"08","        1042",2,"Construction"
"6920",2000,"09","        1010",2,"Construction"
"6921",2000,"10","        1041",2,"Construction"
"6922",2000,"11","        1027",2,"Construction"
"6923",2011,"07","         831",2,"Construction"
"6924",2011,"08","         833",2,"Construction"
"6925",2011,"09","         817",2,"Construction"
"6926",2000,"06","        1002",2,"Construction"
"6927",2014,"01","         888",2,"Construction"
"6928",2014,"02","         879",2,"Construction"
"6929",2014,"03","         745",2,"Construction"
"6930",2014,"04","         792",2,"Construction"
"6931",2014,"05","         839",2,"Construction"
"6932",2000,"12","        1117",2,"Construction"
"6933",2001,"01","        1080",2,"Construction"
"6934",2011,"05","         881",2,"Construction"
"6935",2011,"06","         804",2,"Construction"
"6936",2014,"10","         932",2,"Construction"
"6937",2014,"11","         915",2,"Construction"
"6938",2014,"12","         912",2,"Construction"
"6939",2015,"01","         888",2,"Construction"
"6940",2011,"10","         850",2,"Construction"
"6941",2011,"11","         810",2,"Construction"
"6942",2011,"12","         837",2,"Construction"
"6943",2012,"01","         833",2,"Construction"
"6944",2012,"02","         823",2,"Construction"
"6945",2014,"06","         849",2,"Construction"
"6946",2014,"07","         910",2,"Construction"
"6947",2014,"08","         875",2,"Construction"
"6948",2014,"09","         919",2,"Construction"
"6949",2012,"07","         772",2,"Construction"
"6950",2012,"08","         810",2,"Construction"
"6951",2012,"09","         787",2,"Construction"
"6952",2012,"10","         774",2,"Construction"
"6953",2012,"11","         746",2,"Construction"
"6954",2012,"12","         780",2,"Construction"
"6955",2013,"01","         784",2,"Construction"
"6956",2013,"02","         829",2,"Construction"
"6957",2013,"03","         868",2,"Construction"
"6958",2012,"03","         819",2,"Construction"
"6959",2012,"04","         850",2,"Construction"
"6960",2012,"05","         809",2,"Construction"
"6961",2012,"06","         829",2,"Construction"
"6962",2020,"05","        1177",2,"Construction"
"6963",2020,"06","        1251",2,"Construction"
"6964",2020,"07","        1182",2,"Construction"
"6965",2000,"04","        1025",2,"Construction"
"6966",2000,"05","         991",2,"Construction"
"6967",2017,"05","         949",2,"Construction"
"6968",2017,"06","         978",2,"Construction"
"6969",2017,"07","         957",2,"Construction"
"6970",2017,"08","         964",2,"Construction"
"6971",2017,"09","         965",2,"Construction"
"6972",2017,"10","         933",2,"Construction"
"6973",2017,"11","         930",2,"Construction"
"6974",2017,"12","        1019",2,"Construction"
"6975",2018,"01","        1074",2,"Construction"
"6976",2018,"02","        1012",2,"Construction"
"6977",2018,"03","        1004",2,"Construction"
"6978",2018,"04","        1123",2,"Construction"
"6979",2018,"05","        1094",2,"Construction"
"6980",2018,"06","        1154",2,"Construction"
"6981",2018,"07","        1199",2,"Construction"
"6982",2018,"08","        1124",2,"Construction"
"6983",2018,"09","        1163",2,"Construction"
"6984",2018,"10","        1102",2,"Construction"
"6985",2018,"11","        1064",2,"Construction"
"6986",2018,"12","        1109",2,"Construction"
"6987",2019,"01","        1123",2,"Construction"
"6988",2019,"02","        1104",2,"Construction"
"6989",2019,"03","        1095",2,"Construction"
"6990",2019,"04","        1086",2,"Construction"
"6991",2019,"05","        1092",2,"Construction"
"6992",2019,"06","        1147",2,"Construction"
"6993",2019,"07","        1201",2,"Construction"
"6994",2019,"08","        1225",2,"Construction"
"6995",2019,"09","        1264",2,"Construction"
"6996",2019,"10","        1287",2,"Construction"
"6997",2019,"11","        1204",2,"Construction"
"6998",2019,"12","        1171",2,"Construction"
"6999",2020,"01","        1180",2,"Construction"
"7000",2020,"02","        1196",2,"Construction"
"7001",2020,"03","        1238",2,"Construction"
"7002",2020,"04","        1036",2,"Construction"
"7003",2000,"01","         990",2,"Construction"
"7004",2000,"02","        1007",2,"Construction"
"7005",2000,"03","        1015",2,"Construction"
"7006",2010,"05","         799",2,"Construction"
"7007",2010,"06","         773",2,"Construction"
"7008",2010,"07","         784",2,"Construction"
"7009",2010,"08","         818",2,"Construction"
"7010",2010,"09","         843",2,"Construction"
"7011",2010,"10","         807",2,"Construction"
"7012",2010,"11","         851",2,"Construction"
"7013",2010,"12","         788",2,"Construction"
"7014",2011,"01","         792",2,"Construction"
"7015",2011,"02","         823",2,"Construction"
"7016",2001,"02","        1041",2,"Construction"
"7017",2001,"03","        1038",2,"Construction"
"7018",2001,"04","        1051",2,"Construction"
"7019",2001,"05","        1101",2,"Construction"
"7020",2001,"06","        1116",2,"Construction"
"7021",2001,"07","        1006",2,"Construction"
"7022",2001,"08","        1016",2,"Construction"
"7023",2001,"09","        1001",2,"Construction"
"7024",2001,"10","         996",2,"Construction"
"7025",2001,"11","        1033",2,"Construction"
"7026",2001,"12","        1029",2,"Construction"
"7027",2002,"01","         997",2,"Construction"
"7028",2002,"02","         954",2,"Construction"
"7029",2002,"03","         945",2,"Construction"
"7030",2002,"04","         937",2,"Construction"
"7031",2002,"05","         978",2,"Construction"
"7032",2002,"06","        1020",2,"Construction"
"7033",2002,"07","        1022",2,"Construction"
"7034",2002,"08","        1076",2,"Construction"
"7035",2002,"09","        1054",2,"Construction"
"7036",2002,"10","        1049",2,"Construction"
"7037",2002,"11","        1031",2,"Construction"
"7038",2002,"12","         970",2,"Construction"
"7039",2013,"04","         846",2,"Construction"
"7040",2013,"05","         860",2,"Construction"
"7041",2013,"06","         881",2,"Construction"
"7042",2013,"07","         815",2,"Construction"
"7043",2013,"08","         792",2,"Construction"
"7044",2013,"09","         801",2,"Construction"
"7045",2013,"10","         867",2,"Construction"
"7046",2013,"11","         888",2,"Construction"
"7047",2013,"12","         840",2,"Construction"
"7048",2003,"10","         956",2,"Construction"
"7049",2003,"11","         947",2,"Construction"
"7050",2003,"12","         907",2,"Construction"
"7051",2004,"01","         956",2,"Construction"
"7052",2004,"02","        1059",2,"Construction"
"7053",2004,"03","        1034",2,"Construction"
"7054",2004,"04","        1013",2,"Construction"
"7055",2004,"05","        1049",2,"Construction"
"7056",2004,"06","        1026",2,"Construction"
"7057",2004,"07","        1071",2,"Construction"
"7058",2004,"08","        1056",2,"Construction"
"7059",2004,"09","        1079",2,"Construction"
"7060",2004,"10","        1031",2,"Construction"
"7061",2015,"02","         933",2,"Construction"
"7062",2015,"03","         926",2,"Construction"
"7063",2015,"04","         914",2,"Construction"
"7064",2015,"05","         971",2,"Construction"
"7065",2015,"06","         915",2,"Construction"
"7066",2015,"07","         925",2,"Construction"
"7067",2015,"08","         848",2,"Construction"
"7068",2015,"09","         886",2,"Construction"
"7069",2015,"10","         914",2,"Construction"
"7070",2015,"11","        1020",2,"Construction"
"7071",2015,"12","        1003",2,"Construction"
"7072",2016,"01","        1007",2,"Construction"
"7073",2016,"02","         929",2,"Construction"
"7074",2016,"03","         871",2,"Construction"
"7075",2016,"04","         909",2,"Construction"
"7076",2016,"05","         853",2,"Construction"
"7077",2016,"06","         848",2,"Construction"
"7078",2016,"07","         868",2,"Construction"
"7079",2016,"08","         963",2,"Construction"
"7080",2016,"09","         962",2,"Construction"
"7081",2016,"10","         976",2,"Construction"
"7082",2016,"11","        1041",2,"Construction"
"7083",2016,"12","        1031",2,"Construction"
"7084",2017,"01","        1003",2,"Construction"
"7085",2017,"02","        1004",2,"Construction"
"7086",2017,"03","        1017",2,"Construction"
"7087",2017,"04","         927",2,"Construction"
"7088",2007,"02","        1166",2,"Construction"
"7089",2007,"03","        1087",2,"Construction"
"7090",2007,"04","        1075",2,"Construction"
"7091",2007,"05","        1041",2,"Construction"
"7092",2007,"06","        1107",2,"Construction"
"7093",2007,"07","        1117",2,"Construction"
"7094",2007,"08","        1110",2,"Construction"
"7095",2007,"09","        1107",2,"Construction"
"7096",2007,"10","        1159",2,"Construction"
"7097",2007,"11","        1134",2,"Construction"
"7098",2007,"12","        1108",2,"Construction"
"7099",2008,"01","        1068",2,"Construction"
"7100",2008,"02","        1016",2,"Construction"
"7101",2008,"03","        1070",2,"Construction"
"7102",2008,"04","        1058",2,"Construction"
"7103",2008,"05","        1174",2,"Construction"
"7104",2008,"06","        1134",2,"Construction"
"7105",2008,"07","        1089",2,"Construction"
"7106",2008,"08","        1080",2,"Construction"
"7107",2008,"09","        1062",2,"Construction"
"7108",2008,"10","        1047",2,"Construction"
"7109",2008,"11","        1022",2,"Construction"
"7110",2008,"12","        1007",2,"Construction"
"7111",2009,"01","        1092",2,"Construction"
"7112",2009,"02","         956",2,"Construction"
"7113",2009,"03","        1017",2,"Construction"
"7114",2009,"04","         984",2,"Construction"
"7115",2009,"05","        1005",2,"Construction"
"7116",2009,"06","         955",2,"Construction"
"7117",2009,"07","         929",2,"Construction"
"7118",2009,"08","         903",2,"Construction"
"7119",2009,"09","         805",2,"Construction"
"7120",2009,"10","         804",2,"Construction"
"7121",2009,"11","         808",2,"Construction"
"7122",2009,"12","         788",2,"Construction"
"7123",2010,"01","         798",2,"Construction"
"7124",2010,"02","         802",2,"Construction"
"7125",2010,"03","         818",2,"Construction"
"7126",2010,"04","         802",2,"Construction"
"7127",2003,"08","         963",2,"Construction"
"7128",2003,"09","         985",2,"Construction"
"7129",2004,"11","        1052",2,"Construction"
"7130",2004,"12","        1058",2,"Construction"
"7131",2005,"01","        1045",2,"Construction"
"7132",2005,"02","        1126",2,"Construction"
"7133",2005,"03","        1074",2,"Construction"
"7134",2005,"04","        1102",2,"Construction"
"7135",2005,"05","        1027",2,"Construction"
"7136",2005,"06","        1012",2,"Construction"
"7137",2011,"03","         817",2,"Construction"
"7138",2005,"08","        1044",2,"Construction"
"7139",2005,"09","        1168",2,"Construction"
"7140",2005,"10","        1090",2,"Construction"
"7141",2005,"11","        1095",2,"Construction"
"7142",2005,"12","        1129",2,"Construction"
"7143",2006,"01","        1130",2,"Construction"
"7144",2006,"02","        1087",2,"Construction"
"7145",2006,"03","        1047",2,"Construction"
"7146",2006,"04","        1097",2,"Construction"
"7147",2003,"01","         975",2,"Construction"
"7148",2003,"02","         979",2,"Construction"
"7149",2003,"03","        1022",2,"Construction"
"7150",2005,"07","        1044",2,"Construction"
"7151",2003,"05","         966",2,"Construction"
"7152",2003,"06","        1005",2,"Construction"
"7153",2003,"07","         988",2,"Construction"
"7154",2006,"12","        1279",2,"Construction"
"7155",2007,"01","        1216",2,"Construction"
"7156",2006,"08","        1107",2,"Construction"
"7157",2006,"05","        1094",2,"Construction"
"7158",2006,"06","        1116",2,"Construction"
"7159",2003,"04","        1002",2,"Construction"
"7160",2006,"07","        1102",2,"Construction"
"7161",2006,"09","        1159",2,"Construction"
"7162",2006,"10","        1172",2,"Construction"
"7163",2006,"11","        1178",2,"Construction"
"7164",2000,"04","        7789",2,"Retail trade"
"7165",2000,"05","        7576",2,"Retail trade"
"7166",2000,"06","        7726",2,"Retail trade"
"7167",2000,"07","        7729",2,"Retail trade"
"7168",2000,"08","        7944",2,"Retail trade"
"7169",2003,"06","        7859",2,"Retail trade"
"7170",2003,"07","        7915",2,"Retail trade"
"7171",2003,"08","        7847",2,"Retail trade"
"7172",2000,"03","        7752",2,"Retail trade"
"7173",2003,"10","        7874",2,"Retail trade"
"7174",2000,"09","        7786",2,"Retail trade"
"7175",2000,"10","        7918",2,"Retail trade"
"7176",2003,"09","        7885",2,"Retail trade"
"7177",2000,"11","        7739",2,"Retail trade"
"7178",2000,"12","        7627",2,"Retail trade"
"7179",2001,"01","        7664",2,"Retail trade"
"7180",2001,"02","        7736",2,"Retail trade"
"7181",2004,"06","        7675",2,"Retail trade"
"7182",2001,"03","        7700",2,"Retail trade"
"7183",2001,"04","        7756",2,"Retail trade"
"7184",2001,"05","        7767",2,"Retail trade"
"7185",2001,"06","        7829",2,"Retail trade"
"7186",2001,"07","        7854",2,"Retail trade"
"7187",2003,"11","        8124",2,"Retail trade"
"7188",2003,"12","        8049",2,"Retail trade"
"7189",2004,"01","        7943",2,"Retail trade"
"7190",2004,"02","        7988",2,"Retail trade"
"7191",2004,"03","        7794",2,"Retail trade"
"7192",2004,"04","        7566",2,"Retail trade"
"7193",2004,"05","        7754",2,"Retail trade"
"7194",2002,"03","        7634",2,"Retail trade"
"7195",2002,"04","        7589",2,"Retail trade"
"7196",2002,"05","        7760",2,"Retail trade"
"7197",2002,"06","        7907",2,"Retail trade"
"7198",2002,"07","        7630",2,"Retail trade"
"7199",2002,"08","        7666",2,"Retail trade"
"7200",2001,"08","        7795",2,"Retail trade"
"7201",2001,"09","        7824",2,"Retail trade"
"7202",2001,"10","        7679",2,"Retail trade"
"7203",2001,"11","        7597",2,"Retail trade"
"7204",2001,"12","        7629",2,"Retail trade"
"7205",2002,"01","        7567",2,"Retail trade"
"7206",2002,"02","        7556",2,"Retail trade"
"7207",2000,"01","        8095",2,"Retail trade"
"7208",2000,"02","        7720",2,"Retail trade"
"7209",2007,"01","        8174",2,"Retail trade"
"7210",2007,"02","        8050",2,"Retail trade"
"7211",2007,"03","        8126",2,"Retail trade"
"7212",2007,"04","        8177",2,"Retail trade"
"7213",2007,"05","        8101",2,"Retail trade"
"7214",2007,"06","        8414",2,"Retail trade"
"7215",2007,"07","        8229",2,"Retail trade"
"7216",2007,"08","        8027",2,"Retail trade"
"7217",2007,"09","        8057",2,"Retail trade"
"7218",2007,"10","        8055",2,"Retail trade"
"7219",2007,"11","        8149",2,"Retail trade"
"7220",2007,"12","        8137",2,"Retail trade"
"7221",2008,"01","        8307",2,"Retail trade"
"7222",2008,"02","        8185",2,"Retail trade"
"7223",2008,"03","        7996",2,"Retail trade"
"7224",2008,"04","        8018",2,"Retail trade"
"7225",2008,"05","        7992",2,"Retail trade"
"7226",2008,"06","        8002",2,"Retail trade"
"7227",2008,"07","        8008",2,"Retail trade"
"7228",2008,"08","        8093",2,"Retail trade"
"7229",2008,"09","        8129",2,"Retail trade"
"7230",2008,"10","        8103",2,"Retail trade"
"7231",2008,"11","        7888",2,"Retail trade"
"7232",2008,"12","        8063",2,"Retail trade"
"7233",2009,"01","        7935",2,"Retail trade"
"7234",2009,"02","        7961",2,"Retail trade"
"7235",2009,"03","        7958",2,"Retail trade"
"7236",2009,"04","        7736",2,"Retail trade"
"7237",2009,"05","        7793",2,"Retail trade"
"7238",2009,"06","        7863",2,"Retail trade"
"7239",2009,"07","        7823",2,"Retail trade"
"7240",2009,"08","        7878",2,"Retail trade"
"7241",2009,"09","        7781",2,"Retail trade"
"7242",2009,"10","        7549",2,"Retail trade"
"7243",2009,"11","        7686",2,"Retail trade"
"7244",2009,"12","        7770",2,"Retail trade"
"7245",2010,"01","        7828",2,"Retail trade"
"7246",2010,"02","        7968",2,"Retail trade"
"7247",2010,"03","        8011",2,"Retail trade"
"7248",2010,"04","        8140",2,"Retail trade"
"7249",2010,"05","        7846",2,"Retail trade"
"7250",2010,"06","        7785",2,"Retail trade"
"7251",2010,"07","        7784",2,"Retail trade"
"7252",2010,"08","        7761",2,"Retail trade"
"7253",2010,"09","        7819",2,"Retail trade"
"7254",2010,"10","        7904",2,"Retail trade"
"7255",2010,"11","        7838",2,"Retail trade"
"7256",2010,"12","        7775",2,"Retail trade"
"7257",2011,"01","        7793",2,"Retail trade"
"7258",2011,"02","        7665",2,"Retail trade"
"7259",2011,"03","        7608",2,"Retail trade"
"7260",2011,"04","        7730",2,"Retail trade"
"7261",2011,"05","        7750",2,"Retail trade"
"7262",2011,"06","        7712",2,"Retail trade"
"7263",2011,"07","        7701",2,"Retail trade"
"7264",2011,"08","        7744",2,"Retail trade"
"7265",2011,"09","        7841",2,"Retail trade"
"7266",2011,"10","        7785",2,"Retail trade"
"7267",2011,"11","        7832",2,"Retail trade"
"7268",2011,"12","        7766",2,"Retail trade"
"7269",2012,"01","        7784",2,"Retail trade"
"7270",2012,"02","        7789",2,"Retail trade"
"7271",2012,"03","        7746",2,"Retail trade"
"7272",2012,"04","        7720",2,"Retail trade"
"7273",2012,"05","        7771",2,"Retail trade"
"7274",2012,"06","        7847",2,"Retail trade"
"7275",2012,"07","        7835",2,"Retail trade"
"7276",2012,"08","        7840",2,"Retail trade"
"7277",2012,"09","        7890",2,"Retail trade"
"7278",2012,"10","        7862",2,"Retail trade"
"7279",2012,"11","        7859",2,"Retail trade"
"7280",2012,"12","        7853",2,"Retail trade"
"7281",2013,"01","        7895",2,"Retail trade"
"7282",2013,"02","        7663",2,"Retail trade"
"7283",2013,"03","        7520",2,"Retail trade"
"7284",2013,"04","        7833",2,"Retail trade"
"7285",2013,"05","        7953",2,"Retail trade"
"7286",2013,"06","        7835",2,"Retail trade"
"7287",2013,"07","        7938",2,"Retail trade"
"7288",2013,"08","        7671",2,"Retail trade"
"7289",2013,"09","        7585",2,"Retail trade"
"7290",2013,"10","        7529",2,"Retail trade"
"7291",2013,"11","        7579",2,"Retail trade"
"7292",2013,"12","        7686",2,"Retail trade"
"7293",2014,"01","        7765",2,"Retail trade"
"7294",2014,"02","        8115",2,"Retail trade"
"7295",2014,"03","        8118",2,"Retail trade"
"7296",2014,"04","        8329",2,"Retail trade"
"7297",2014,"05","        8084",2,"Retail trade"
"7298",2014,"06","        7928",2,"Retail trade"
"7299",2014,"07","        7953",2,"Retail trade"
"7300",2014,"08","        7731",2,"Retail trade"
"7301",2014,"09","        7857",2,"Retail trade"
"7302",2014,"10","        8046",2,"Retail trade"
"7303",2014,"11","        8039",2,"Retail trade"
"7304",2014,"12","        8170",2,"Retail trade"
"7305",2015,"01","        8056",2,"Retail trade"
"7306",2015,"02","        8004",2,"Retail trade"
"7307",2015,"03","        8035",2,"Retail trade"
"7308",2015,"04","        7861",2,"Retail trade"
"7309",2015,"05","        8071",2,"Retail trade"
"7310",2015,"06","        8072",2,"Retail trade"
"7311",2015,"07","        8034",2,"Retail trade"
"7312",2015,"08","        8162",2,"Retail trade"
"7313",2015,"09","        8121",2,"Retail trade"
"7314",2015,"10","        8043",2,"Retail trade"
"7315",2015,"11","        8028",2,"Retail trade"
"7316",2015,"12","        7793",2,"Retail trade"
"7317",2016,"01","        7896",2,"Retail trade"
"7318",2016,"02","        7960",2,"Retail trade"
"7319",2016,"03","        7893",2,"Retail trade"
"7320",2016,"04","        7888",2,"Retail trade"
"7321",2016,"05","        7735",2,"Retail trade"
"7322",2016,"06","        7893",2,"Retail trade"
"7323",2016,"07","        7903",2,"Retail trade"
"7324",2016,"08","        7991",2,"Retail trade"
"7325",2016,"09","        8006",2,"Retail trade"
"7326",2016,"10","        7992",2,"Retail trade"
"7327",2016,"11","        7993",2,"Retail trade"
"7328",2016,"12","        7974",2,"Retail trade"
"7329",2017,"01","        8260",2,"Retail trade"
"7330",2017,"02","        8085",2,"Retail trade"
"7331",2017,"03","        8041",2,"Retail trade"
"7332",2017,"04","        8085",2,"Retail trade"
"7333",2017,"05","        7950",2,"Retail trade"
"7334",2017,"06","        7928",2,"Retail trade"
"7335",2017,"07","        7929",2,"Retail trade"
"7336",2017,"08","        7878",2,"Retail trade"
"7337",2017,"09","        8177",2,"Retail trade"
"7338",2017,"10","        8147",2,"Retail trade"
"7339",2017,"11","        8116",2,"Retail trade"
"7340",2017,"12","        8131",2,"Retail trade"
"7341",2018,"01","        7966",2,"Retail trade"
"7342",2018,"02","        7968",2,"Retail trade"
"7343",2018,"03","        7950",2,"Retail trade"
"7344",2018,"04","        7998",2,"Retail trade"
"7345",2018,"05","        8047",2,"Retail trade"
"7346",2018,"06","        8236",2,"Retail trade"
"7347",2018,"07","        8145",2,"Retail trade"
"7348",2018,"08","        8036",2,"Retail trade"
"7349",2018,"09","        7935",2,"Retail trade"
"7350",2018,"10","        7965",2,"Retail trade"
"7351",2018,"11","        7986",2,"Retail trade"
"7352",2018,"12","        7987",2,"Retail trade"
"7353",2019,"01","        7859",2,"Retail trade"
"7354",2019,"02","        7708",2,"Retail trade"
"7355",2019,"03","        7782",2,"Retail trade"
"7356",2019,"04","        7671",2,"Retail trade"
"7357",2019,"05","        7864",2,"Retail trade"
"7358",2019,"06","        7805",2,"Retail trade"
"7359",2019,"07","        7804",2,"Retail trade"
"7360",2019,"08","        7780",2,"Retail trade"
"7361",2019,"09","        7652",2,"Retail trade"
"7362",2019,"10","        7657",2,"Retail trade"
"7363",2019,"11","        7441",2,"Retail trade"
"7364",2019,"12","        7630",2,"Retail trade"
"7365",2020,"01","        7778",2,"Retail trade"
"7366",2020,"02","        7918",2,"Retail trade"
"7367",2020,"03","        7696",2,"Retail trade"
"7368",2020,"04","        6357",2,"Retail trade"
"7369",2020,"05","        6626",2,"Retail trade"
"7370",2020,"06","        6820",2,"Retail trade"
"7371",2020,"07","        7241",2,"Retail trade"
"7372",2003,"05","        7826",2,"Retail trade"
"7373",2006,"11","        8119",2,"Retail trade"
"7374",2006,"12","        8157",2,"Retail trade"
"7375",2004,"10","        8202",2,"Retail trade"
"7376",2004,"11","        8027",2,"Retail trade"
"7377",2004,"12","        7816",2,"Retail trade"
"7378",2005,"01","        8050",2,"Retail trade"
"7379",2005,"02","        8190",2,"Retail trade"
"7380",2005,"03","        8165",2,"Retail trade"
"7381",2005,"04","        8172",2,"Retail trade"
"7382",2005,"05","        8297",2,"Retail trade"
"7383",2005,"06","        8026",2,"Retail trade"
"7384",2005,"07","        8126",2,"Retail trade"
"7385",2004,"07","        8001",2,"Retail trade"
"7386",2004,"08","        8297",2,"Retail trade"
"7387",2004,"09","        8161",2,"Retail trade"
"7388",2005,"11","        8220",2,"Retail trade"
"7389",2005,"12","        8172",2,"Retail trade"
"7390",2006,"01","        8190",2,"Retail trade"
"7391",2002,"09","        7598",2,"Retail trade"
"7392",2002,"10","        7741",2,"Retail trade"
"7393",2002,"11","        7898",2,"Retail trade"
"7394",2002,"12","        7933",2,"Retail trade"
"7395",2003,"01","        8033",2,"Retail trade"
"7396",2003,"02","        7875",2,"Retail trade"
"7397",2003,"03","        7849",2,"Retail trade"
"7398",2005,"08","        8257",2,"Retail trade"
"7399",2005,"09","        8310",2,"Retail trade"
"7400",2005,"10","        8358",2,"Retail trade"
"7401",2006,"02","        8152",2,"Retail trade"
"7402",2006,"03","        8370",2,"Retail trade"
"7403",2006,"04","        8348",2,"Retail trade"
"7404",2006,"05","        8374",2,"Retail trade"
"7405",2006,"06","        8371",2,"Retail trade"
"7406",2006,"07","        8243",2,"Retail trade"
"7407",2003,"04","        7957",2,"Retail trade"
"7408",2006,"10","        7956",2,"Retail trade"
"7409",2006,"09","        8024",2,"Retail trade"
"7410",2006,"08","        8189",2,"Retail trade"
"7411",2010,"07","        9082",2,"Educational services"
"7412",2010,"08","        8786",2,"Educational services"
"7413",2010,"06","        9286",2,"Educational services"
"7414",2010,"05","        8966",2,"Educational services"
"7415",2003,"09","        8145",2,"Educational services"
"7416",2010,"09","        8938",2,"Educational services"
"7417",2010,"04","        9142",2,"Educational services"
"7418",2010,"10","        8906",2,"Educational services"
"7419",2000,"10","        7861",2,"Educational services"
"7420",2003,"10","        8223",2,"Educational services"
"7421",2003,"11","        8159",2,"Educational services"
"7422",2001,"01","        8091",2,"Educational services"
"7423",2001,"02","        8055",2,"Educational services"
"7424",2000,"11","        7955",2,"Educational services"
"7425",2000,"12","        8077",2,"Educational services"
"7426",2001,"04","        7708",2,"Educational services"
"7427",2001,"05","        7892",2,"Educational services"
"7428",2001,"06","        7815",2,"Educational services"
"7429",2001,"07","        7968",2,"Educational services"
"7430",2001,"08","        8175",2,"Educational services"
"7431",2003,"12","        8170",2,"Educational services"
"7432",2004,"01","        8189",2,"Educational services"
"7433",2004,"02","        8169",2,"Educational services"
"7434",2004,"03","        8261",2,"Educational services"
"7435",2004,"04","        8419",2,"Educational services"
"7436",2004,"05","        8470",2,"Educational services"
"7437",2004,"06","        8583",2,"Educational services"
"7438",2001,"03","        8040",2,"Educational services"
"7439",2002,"05","        8019",2,"Educational services"
"7440",2002,"06","        7995",2,"Educational services"
"7441",2002,"07","        8131",2,"Educational services"
"7442",2002,"08","        8315",2,"Educational services"
"7443",2002,"09","        8392",2,"Educational services"
"7444",2001,"09","        8121",2,"Educational services"
"7445",2001,"10","        8029",2,"Educational services"
"7446",2001,"11","        8031",2,"Educational services"
"7447",2001,"12","        8074",2,"Educational services"
"7448",2002,"01","        8020",2,"Educational services"
"7449",2002,"02","        8249",2,"Educational services"
"7450",2002,"03","        8039",2,"Educational services"
"7451",2002,"04","        7950",2,"Educational services"
"7452",2010,"03","        9140",2,"Educational services"
"7453",2003,"07","        8272",2,"Educational services"
"7454",2003,"08","        8258",2,"Educational services"
"7455",2007,"01","        9010",2,"Educational services"
"7456",2007,"02","        8886",2,"Educational services"
"7457",2007,"03","        8768",2,"Educational services"
"7458",2007,"04","        8719",2,"Educational services"
"7459",2007,"05","        8787",2,"Educational services"
"7460",2007,"06","        8753",2,"Educational services"
"7461",2007,"07","        8744",2,"Educational services"
"7462",2007,"08","        9044",2,"Educational services"
"7463",2007,"09","        8953",2,"Educational services"
"7464",2007,"10","        8827",2,"Educational services"
"7465",2007,"11","        8895",2,"Educational services"
"7466",2007,"12","        9001",2,"Educational services"
"7467",2008,"01","        8986",2,"Educational services"
"7468",2008,"02","        9074",2,"Educational services"
"7469",2008,"03","        9000",2,"Educational services"
"7470",2008,"04","        9136",2,"Educational services"
"7471",2008,"05","        9092",2,"Educational services"
"7472",2008,"06","        9232",2,"Educational services"
"7473",2008,"07","        9191",2,"Educational services"
"7474",2008,"08","        9454",2,"Educational services"
"7475",2008,"09","        9271",2,"Educational services"
"7476",2008,"10","        9298",2,"Educational services"
"7477",2008,"11","        9223",2,"Educational services"
"7478",2008,"12","        9130",2,"Educational services"
"7479",2009,"01","        9067",2,"Educational services"
"7480",2009,"02","        9005",2,"Educational services"
"7481",2009,"03","        9184",2,"Educational services"
"7482",2009,"04","        9299",2,"Educational services"
"7483",2009,"05","        9321",2,"Educational services"
"7484",2009,"06","        9286",2,"Educational services"
"7485",2009,"07","        9276",2,"Educational services"
"7486",2009,"08","        9075",2,"Educational services"
"7487",2009,"09","        9024",2,"Educational services"
"7488",2009,"10","        9181",2,"Educational services"
"7489",2009,"11","        9133",2,"Educational services"
"7490",2009,"12","        8911",2,"Educational services"
"7491",2010,"01","        9083",2,"Educational services"
"7492",2010,"02","        9017",2,"Educational services"
"7493",2000,"01","        7724",2,"Educational services"
"7494",2000,"02","        7885",2,"Educational services"
"7495",2000,"03","        7949",2,"Educational services"
"7496",2000,"04","        7947",2,"Educational services"
"7497",2000,"05","        7890",2,"Educational services"
"7498",2000,"06","        7814",2,"Educational services"
"7499",2000,"07","        7738",2,"Educational services"
"7500",2000,"08","        7615",2,"Educational services"
"7501",2000,"09","        7744",2,"Educational services"
"7502",2010,"11","        8973",2,"Educational services"
"7503",2010,"12","        8995",2,"Educational services"
"7504",2011,"01","        8765",2,"Educational services"
"7505",2011,"02","        8905",2,"Educational services"
