"","year","period","industry_text","value_earnings","value_jo","value_hi","value_ts","value_qu","value_dl","turnover","growth"
"2383",2016,"03","Government",22180,508,374,333,162,118,"low_turnover","medium_growth"
"2384",2016,"03","Information",2785,83,75,68,38,24,"low_turnover","low_growth"
"2385",2016,"03","Leisure and hospitality",15538,818,1028,985,629,327,"high_turnover","high_growth"
"2386",2016,"03","Manufacturing",12345,337,256,283,140,112,"low_turnover","low_growth"
"2387",2016,"03","Mining and logging",691,8,24,45,14,26,"low_turnover","low_growth"
"2388",2016,"03","Other services",5674,226,230,221,120,86,"low_turnover","low_growth"
"2389",2016,"03","Professional and business services",19998,1488,1111,1099,541,502,"high_turnover","high_growth"
"2390",2016,"03","Retail trade",15810,710,740,702,473,161,"medium_turnover","high_growth"
"2391",2016,"03","Total private",121482,5629,4988,4806,2738,1759,"high_turnover","high_growth"
"2392",2016,"03","Trade, transportation, and utilities",27093,1059,1073,1023,647,279,"high_turnover","high_growth"
"2393",2016,"04","Construction",6701,193,361,340,113,214,"medium_turnover","low_growth"
"2394",2016,"04","Education and health services",22510,1114,633,588,391,150,"medium_turnover","high_growth"
"2395",2016,"04","Financial activities",8249,365,207,190,102,60,"low_turnover","low_growth"
"2396",2016,"04","Government",22186,531,341,341,161,125,"low_turnover","medium_growth"
"2397",2016,"04","Information",2789,94,94,92,45,31,"low_turnover","low_growth"
"2398",2016,"04","Leisure and hospitality",15561,762,993,974,649,286,"high_turnover","high_growth"
"2399",2016,"04","Manufacturing",12349,399,274,277,137,112,"low_turnover","medium_growth"
"2400",2016,"04","Mining and logging",678,13,18,34,12,17,"low_turnover","low_growth"
"2401",2016,"04","Other services",5678,243,185,181,110,67,"low_turnover","low_growth"
"2402",2016,"04","Professional and business services",20030,1073,1096,1081,582,432,"high_turnover","high_growth"
"2403",2016,"04","Retail trade",15813.6,655,717,702,468,169,"medium_turnover","high_growth"
"2404",2016,"04","Total private",121663,5338,4936,4781,2793,1649,"high_turnover","high_growth"
"2405",2016,"04","Trade, transportation, and utilities",27118,1082,1076,1025,653,279,"high_turnover","high_growth"
"2406",2016,"05","Construction",6691,184,324,332,122,197,"medium_turnover","low_growth"
"2407",2016,"05","Education and health services",22567,1098,647,587,393,163,"medium_turnover","high_growth"
"2408",2016,"05","Financial activities",8263,328,189,183,113,54,"low_turnover","low_growth"
"2409",2016,"05","Government",22197,546,356,344,165,124,"low_turnover","medium_growth"
"2410",2016,"05","Information",2753,108,73,77,34,33,"low_turnover","low_growth"
"2411",2016,"05","Leisure and hospitality",15582,744,1018,975,666,277,"high_turnover","high_growth"
"2412",2016,"05","Manufacturing",12332,361,271,291,138,131,"low_turnover","low_growth"
"2413",2016,"05","Mining and logging",666,10,19,32,12,16,"low_turnover","low_growth"
"2414",2016,"05","Other services",5670,185,178,176,96,77,"low_turnover","low_growth"
"2415",2016,"05","Professional and business services",20038,1170,1100,1128,675,389,"high_turnover","high_growth"
"2416",2016,"05","Retail trade",15813.1,718,705,703,450,193,"high_turnover","high_growth"
"2417",2016,"05","Total private",121694,5265,4850,4793,2845,1668,"high_turnover","high_growth"
"2418",2016,"05","Trade, transportation, and utilities",27132,1077,1031,1011,596,331,"high_turnover","high_growth"
"2419",2016,"06","Construction",6702,186,282,280,118,152,"low_turnover","low_growth"
"2420",2016,"06","Education and health services",22624,1066,667,609,404,167,"medium_turnover","high_growth"
"2421",2016,"06","Financial activities",8280,322,198,182,115,47,"low_turnover","low_growth"
"2422",2016,"06","Government",22184,490,345,367,192,102,"medium_turnover","medium_growth"
"2423",2016,"06","Information",2798,83,85,73,39,26,"low_turnover","low_growth"
"2424",2016,"06","Leisure and hospitality",15637,799,1037,979,653,300,"high_turnover","high_growth"
"2425",2016,"06","Manufacturing",12351,376,284,265,137,106,"low_turnover","low_growth"
"2426",2016,"06","Mining and logging",656,12,22,33,14,16,"low_turnover","low_growth"
"2427",2016,"06","Other services",5681,216,225,216,134,68,"low_turnover","low_growth"
"2428",2016,"06","Professional and business services",20081,1140,1070,1026,545,431,"high_turnover","high_growth"
"2429",2016,"06","Retail trade",15843.6,716,728,693,452,188,"high_turnover","high_growth"
"2430",2016,"06","Total private",121974,5278,4932,4695,2796,1631,"high_turnover","high_growth"
"2431",2016,"06","Trade, transportation, and utilities",27164,1077,1062,1032,638,319,"high_turnover","high_growth"
"2432",2016,"07","Construction",6736,239,346,317,129,168,"low_turnover","low_growth"
"2433",2016,"07","Education and health services",22668,1137,639,595,394,157,"medium_turnover","high_growth"
"2434",2016,"07","Financial activities",8302,352,187,170,101,46,"low_turnover","low_growth"
"2435",2016,"07","Government",22285,584,395,297,160,89,"low_turnover","medium_growth"
"2436",2016,"07","Information",2799,92,78,82,37,30,"low_turnover","low_growth"
"2437",2016,"07","Leisure and hospitality",15684,758,1033,991,654,309,"high_turnover","high_growth"
"2438",2016,"07","Manufacturing",12369,377,281,262,145,92,"low_turnover","low_growth"
"2439",2016,"07","Mining and logging",652,12,23,26,10,9,"low_turnover","low_growth"
"2440",2016,"07","Other services",5687,200,170,163,102,61,"low_turnover","low_growth"
"2441",2016,"07","Professional and business services",20125,1254,1189,1140,619,464,"high_turnover","high_growth"
"2442",2016,"07","Retail trade",15859.2,696,751,751,460,238,"high_turnover","high_growth"
"2443",2016,"07","Total private",122227,5510,5024,4817,2816,1698,"high_turnover","high_growth"
"2444",2016,"07","Trade, transportation, and utilities",27205,1088,1078,1070,627,362,"high_turnover","high_growth"
"2445",2016,"08","Construction",6737,205,340,339,146,177,"medium_turnover","low_growth"
"2446",2016,"08","Education and health services",22714,1053,651,618,383,196,"high_turnover","high_growth"
"2447",2016,"08","Financial activities",8317,359,193,181,99,56,"low_turnover","low_growth"
"2448",2016,"08","Government",22268,507,350,361,182,122,"low_turnover","medium_growth"
"2449",2016,"08","Information",2805,86,77,71,37,25,"low_turnover","low_growth"
"2450",2016,"08","Leisure and hospitality",15724,805,1040,1008,645,328,"high_turnover","high_growth"
"2451",2016,"08","Manufacturing",12348,333,266,274,150,106,"low_turnover","low_growth"
"2452",2016,"08","Mining and logging",647,11,28,30,13,14,"low_turnover","low_growth"
"2453",2016,"08","Other services",5702,230,178,168,101,65,"low_turnover","low_growth"
"2454",2016,"08","Professional and business services",20131,1097,1095,1084,597,431,"high_turnover","high_growth"
"2455",2016,"08","Retail trade",15876.6,641,724,707,474,175,"high_turnover","high_growth"
"2456",2016,"08","Total private",122379,5209,4951,4827,2825,1705,"high_turnover","high_growth"
"2457",2016,"08","Trade, transportation, and utilities",27254,1030,1083,1053,654,307,"high_turnover","high_growth"
"2458",2016,"09","Construction",6768,242,317,278,106,154,"low_turnover","low_growth"
"2459",2016,"09","Education and health services",22773,1104,656,571,403,130,"medium_turnover","high_growth"
"2460",2016,"09","Financial activities",8325,347,183,171,87,56,"low_turnover","low_growth"
"2461",2016,"09","Government",22303,524,380,338,173,111,"low_turnover","medium_growth"
"2462",2016,"09","Information",2812,104,80,73,47,14,"low_turnover","low_growth"
"2463",2016,"09","Leisure and hospitality",15761,732,959,926,666,238,"high_turnover","high_growth"
"2464",2016,"09","Manufacturing",12347,321,286,286,152,107,"low_turnover","low_growth"
"2465",2016,"09","Mining and logging",647,17,29,29,13,10,"low_turnover","low_growth"
"2466",2016,"09","Other services",5713,198,200,203,97,101,"low_turnover","low_growth"
"2467",2016,"09","Professional and business services",20198,1198,1096,1023,619,351,"high_turnover","high_growth"
"2468",2016,"09","Retail trade",15885.4,694,754,758,474,236,"high_turnover","high_growth"
"2469",2016,"09","Total private",122613,5291,4903,4650,2871,1484,"high_turnover","high_growth"
"2470",2016,"09","Trade, transportation, and utilities",27269,1028,1099,1090,680,322,"high_turnover","high_growth"
"2471",2016,"10","Construction",6798,225,354,327,128,183,"medium_turnover","low_growth"
"2472",2016,"10","Education and health services",22834,1238,639,585,385,162,"medium_turnover","high_growth"
"2473",2016,"10","Financial activities",8331,315,206,200,102,81,"low_turnover","low_growth"
"2474",2016,"10","Government",22292,477,327,335,174,100,"low_turnover","medium_growth"
"2475",2016,"10","Information",2814,93,78,72,40,19,"low_turnover","low_growth"
"2476",2016,"10","Leisure and hospitality",15779,765,990,986,683,272,"high_turnover","high_growth"
"2477",2016,"10","Manufacturing",12347,299,286,285,167,95,"low_turnover","low_growth"
"2478",2016,"10","Mining and logging",644,13,28,31,13,11,"low_turnover","low_growth"
"2479",2016,"10","Other services",5718,190,176,173,116,47,"low_turnover","low_growth"
"2480",2016,"10","Professional and business services",20216,978,1062,1057,612,392,"high_turnover","high_growth"
"2481",2016,"10","Retail trade",15887.8,670,744,737,486,172,"high_turnover","high_growth"
"2482",2016,"10","Total private",122769,5149,4907,4763,2905,1536,"high_turnover","high_growth"
"2483",2016,"10","Trade, transportation, and utilities",27288,1035,1088,1046,659,272,"high_turnover","high_growth"
"2484",2016,"11","Construction",6819,179,342,322,155,148,"low_turnover","low_growth"
"2485",2016,"11","Education and health services",22868,1182,648,610,378,199,"high_turnover","high_growth"
"2486",2016,"11","Financial activities",8342,338,182,162,83,57,"low_turnover","low_growth"
"2487",2016,"11","Government",22290,557,333,331,157,121,"low_turnover","medium_growth"
"2488",2016,"11","Information",2809,76,84,75,38,28,"low_turnover","low_growth"
"2489",2016,"11","Leisure and hospitality",15829,767,1082,1017,703,281,"high_turnover","high_growth"
"2490",2016,"11","Manufacturing",12342,315,280,283,157,105,"low_turnover","low_growth"
"2491",2016,"11","Mining and logging",647,22,33,30,14,8,"low_turnover","low_growth"
"2492",2016,"11","Other services",5729,217,216,185,100,78,"low_turnover","low_growth"
"2493",2016,"11","Professional and business services",20253,1216,1110,1078,582,453,"high_turnover","high_growth"
"2494",2016,"11","Retail trade",15862.3,646,655,702,467,188,"high_turnover","high_growth"
"2495",2016,"11","Total private",122922,5310,4983,4782,2860,1645,"high_turnover","high_growth"
"2496",2016,"11","Trade, transportation, and utilities",27284,996,1006,1020,651,289,"high_turnover","high_growth"
"2497",2016,"12","Construction",6821,139,453,414,135,256,"medium_turnover","medium_growth"
"2498",2016,"12","Education and health services",22929,1195,644,584,382,154,"medium_turnover","high_growth"
"2499",2016,"12","Financial activities",8369,399,202,171,75,65,"low_turnover","medium_growth"
"2500",2016,"12","Government",22308,535,327,307,162,93,"low_turnover","medium_growth"
"2501",2016,"12","Information",2812,73,82,82,49,20,"low_turnover","low_growth"
"2502",2016,"12","Leisure and hospitality",15846,748,1027,1005,685,289,"high_turnover","high_growth"
"2503",2016,"12","Manufacturing",12356,341,303,290,160,102,"low_turnover","low_growth"
"2504",2016,"12","Mining and logging",648,22,25,24,13,5,"low_turnover","low_growth"
"2505",2016,"12","Other services",5715,259,182,193,114,66,"low_turnover","low_growth"
"2506",2016,"12","Professional and business services",20288,1073,1106,1051,607,395,"high_turnover","high_growth"
"2507",2016,"12","Retail trade",15892.4,683,695,660,428,172,"high_turnover","high_growth"
"2508",2016,"12","Total private",123134,5300,5053,4780,2824,1625,"high_turnover","high_growth"
"2509",2016,"12","Trade, transportation, and utilities",27350,1050,1030,966,604,272,"high_turnover","high_growth"
"2510",2017,"01","Construction",6847,151,401,376,152,188,"medium_turnover","medium_growth"
"2511",2017,"01","Education and health services",22938,1156,627,629,428,129,"medium_turnover","high_growth"
"2512",2017,"01","Financial activities",8399,394,227,197,125,46,"low_turnover","medium_growth"
"2513",2017,"01","Government",22302,477,344,341,180,101,"low_turnover","medium_growth"
"2514",2017,"01","Information",2819,90,86,81,38,29,"low_turnover","low_growth"
"2515",2017,"01","Leisure and hospitality",15878,737,1047,1038,645,369,"high_turnover","high_growth"
"2516",2017,"01","Manufacturing",12369,371,311,303,172,108,"low_turnover","low_growth"
"2517",2017,"01","Mining and logging",649,27,29,28,12,12,"low_turnover","low_growth"
"2518",2017,"01","Other services",5731,240,242,220,121,86,"low_turnover","low_growth"
"2519",2017,"01","Professional and business services",20338,996,1158,1079,633,384,"high_turnover","high_growth"
"2520",2017,"01","Retail trade",15920.4,618,697,692,482,169,"medium_turnover","high_growth"
"2521",2017,"01","Total private",123325,5130,5173,4997,2996,1664,"high_turnover","high_growth"
"2522",2017,"01","Trade, transportation, and utilities",27357,967,1044,1046,668,314,"high_turnover","high_growth"
"2523",2017,"02","Construction",6889,185,367,327,156,149,"low_turnover","low_growth"
"2524",2017,"02","Education and health services",23012,1227,635,561,387,144,"medium_turnover","high_growth"
"2525",2017,"02","Financial activities",8401,344,190,190,94,68,"low_turnover","low_growth"
"2526",2017,"02","Government",22319,511,350,347,173,113,"low_turnover","medium_growth"
"2527",2017,"02","Information",2814,63,83,89,57,23,"low_turnover","low_growth"
"2528",2017,"02","Leisure and hospitality",15910,893,1018,986,641,316,"high_turnover","high_growth"
"2529",2017,"02","Manufacturing",12384,361,297,285,178,81,"low_turnover","low_growth"
"2530",2017,"02","Mining and logging",655,23,34,28,13,11,"low_turnover","low_growth"
"2531",2017,"02","Other services",5742,258,227,217,129,79,"low_turnover","low_growth"
"2532",2017,"02","Professional and business services",20347,987,1041,1029,563,399,"high_turnover","high_growth"
"2533",2017,"02","Retail trade",15880.4,644,783,774,505,217,"high_turnover","high_growth"
"2534",2017,"02","Total private",123496,5361,5016,4794,2908,1586,"high_turnover","high_growth"
"2535",2017,"02","Trade, transportation, and utilities",27342,1019,1124,1082,690,315,"high_turnover","high_growth"
"2536",2017,"03","Construction",6909,183,389,370,162,196,"medium_turnover","low_growth"
"2537",2017,"03","Education and health services",23051,1125,665,625,421,157,"medium_turnover","high_growth"
"2538",2017,"03","Financial activities",8409,351,229,213,105,67,"low_turnover","low_growth"
"2539",2017,"03","Government",22325,528,340,322,182,86,"low_turnover","medium_growth"
"2540",2017,"03","Information",2813,77,76,78,38,30,"low_turnover","low_growth"
"2541",2017,"03","Leisure and hospitality",15922,742,1005,982,646,308,"high_turnover","high_growth"
"2542",2017,"03","Manufacturing",12395,399,327,322,186,111,"medium_turnover","medium_growth"
"2543",2017,"03","Mining and logging",660,17,26,23,13,9,"low_turnover","low_growth"
"2544",2017,"03","Other services",5745,281,208,209,113,88,"low_turnover","low_growth"
"2545",2017,"03","Professional and business services",20376,1024,1046,1019,589,373,"high_turnover","high_growth"
"2546",2017,"03","Retail trade",15862.2,690,748,766,505,204,"high_turnover","high_growth"
"2547",2017,"03","Total private",123619,5288,5055,4932,2953,1663,"high_turnover","high_growth"
"2548",2017,"03","Trade, transportation, and utilities",27339,1087,1084,1091,680,325,"high_turnover","high_growth"
"2549",2017,"04","Construction",6916,222,389,380,157,212,"medium_turnover","low_growth"
"2550",2017,"04","Education and health services",23101,1115,663,622,415,170,"medium_turnover","high_growth"
"2551",2017,"04","Financial activities",8424,461,207,197,118,48,"low_turnover","medium_growth"
"2552",2017,"04","Government",22330,567,334,334,159,112,"low_turnover","medium_growth"
"2553",2017,"04","Information",2809,115,70,74,36,27,"low_turnover","low_growth"
"2554",2017,"04","Leisure and hospitality",15986,841,1020,952,659,263,"high_turnover","high_growth"
"2555",2017,"04","Manufacturing",12400,387,318,315,181,111,"low_turnover","medium_growth"
"2556",2017,"04","Mining and logging",669,30,28,20,9,9,"low_turnover","low_growth"
"2557",2017,"04","Other services",5748,318,228,232,120,99,"low_turnover","low_growth"
"2558",2017,"04","Professional and business services",20406,1054,1001,1001,582,366,"high_turnover","high_growth"
"2559",2017,"04","Retail trade",15854.1,628,680,680,437,178,"high_turnover","high_growth"
"2560",2017,"04","Total private",123811,5575,4931,4767,2875,1591,"high_turnover","high_growth"
"2561",2017,"04","Trade, transportation, and utilities",27352,1031,1006,975,599,286,"high_turnover","high_growth"
"2562",2017,"05","Construction",6928,180,390,377,149,214,"medium_turnover","low_growth"
"2563",2017,"05","Education and health services",23139,1100,680,633,410,188,"high_turnover","high_growth"
"2564",2017,"05","Financial activities",8432,352,223,217,131,51,"low_turnover","low_growth"
"2565",2017,"05","Government",22332,557,343,351,166,126,"low_turnover","medium_growth"
"2566",2017,"05","Information",2804,102,77,80,28,41,"low_turnover","low_growth"
"2567",2017,"05","Leisure and hospitality",16021,836,998,952,662,259,"high_turnover","high_growth"
"2568",2017,"05","Manufacturing",12406,350,331,322,202,99,"medium_turnover","low_growth"
"2569",2017,"05","Mining and logging",673,25,37,33,14,16,"low_turnover","low_growth"
"2570",2017,"05","Other services",5759,284,218,192,117,72,"low_turnover","low_growth"
"2571",2017,"05","Professional and business services",20463,1016,1095,1070,583,432,"high_turnover","high_growth"
"2572",2017,"05","Retail trade",15824.8,679,727,745,490,187,"high_turnover","high_growth"
"2573",2017,"05","Total private",123964,5294,5111,4929,2961,1670,"high_turnover","high_growth"
"2574",2017,"05","Trade, transportation, and utilities",27339,1048,1060,1053,664,299,"high_turnover","high_growth"
"2575",2017,"06","Construction",6955,218,375,363,139,210,"medium_turnover","low_growth"
"2576",2017,"06","Education and health services",23167,1176,657,624,425,160,"medium_turnover","high_growth"
"2577",2017,"06","Financial activities",8448,375,211,198,110,58,"low_turnover","low_growth"
"2578",2017,"06","Government",22346,579,335,333,164,113,"low_turnover","medium_growth"
"2579",2017,"06","Information",2807,107,80,80,37,37,"low_turnover","low_growth"
"2580",2017,"06","Leisure and hospitality",16063,854,1039,1005,658,332,"high_turnover","high_growth"
"2581",2017,"06","Manufacturing",12418,406,336,326,202,101,"medium_turnover","medium_growth"
"2582",2017,"06","Mining and logging",677,28,30,27,15,10,"low_turnover","low_growth"
"2583",2017,"06","Other services",5767,257,220,215,140,63,"low_turnover","low_growth"
"2584",2017,"06","Professional and business services",20498,1241,1253,1208,622,533,"high_turnover","high_growth"
"2585",2017,"06","Retail trade",15831.4,674,755,741,460,219,"high_turnover","high_growth"
"2586",2017,"06","Total private",124166,5772,5307,5124,2993,1845,"high_turnover","high_growth"
"2587",2017,"06","Trade, transportation, and utilities",27366,1110,1106,1076,646,342,"high_turnover","high_growth"
"2588",2017,"07","Construction",6960,243,369,377,150,219,"medium_turnover","low_growth"
"2589",2017,"07","Education and health services",23227,1173,682,619,389,174,"high_turnover","high_growth"
"2590",2017,"07","Financial activities",8460,365,209,203,115,66,"low_turnover","low_growth"
"2591",2017,"07","Government",22359,551,339,330,163,114,"low_turnover","medium_growth"
"2592",2017,"07","Information",2809,113,83,86,51,27,"low_turnover","low_growth"
"2593",2017,"07","Leisure and hospitality",16134,865,1028,992,622,351,"high_turnover","high_growth"
"2594",2017,"07","Manufacturing",12417,391,330,328,198,109,"medium_turnover","medium_growth"
"2595",2017,"07","Mining and logging",679,32,34,29,17,10,"low_turnover","low_growth"
"2596",2017,"07","Other services",5774,326,243,240,139,86,"low_turnover","low_growth"
"2597",2017,"07","Professional and business services",20540,1123,1184,1135,607,473,"high_turnover","high_growth"
"2598",2017,"07","Retail trade",15823.1,692,671,684,462,169,"medium_turnover","high_growth"
"2599",2017,"07","Total private",124368,5802,5163,5021,2955,1787,"high_turnover","high_growth"
"2600",2017,"07","Trade, transportation, and utilities",27368,1172,1002,1012,668,271,"high_turnover","high_growth"
"2601",2017,"08","Construction",6990,225,389,361,153,197,"medium_turnover","low_growth"
"2602",2017,"08","Education and health services",23264,1174,705,677,386,232,"high_turnover","high_growth"
"2603",2017,"08","Financial activities",8469,309,210,210,111,65,"low_turnover","low_growth"
"2604",2017,"08","Government",22357,541,341,338,164,117,"low_turnover","medium_growth"
"2605",2017,"08","Information",2815,127,89,85,46,32,"low_turnover","low_growth"
"2606",2017,"08","Leisure and hospitality",16138,895,1005,1009,626,349,"high_turnover","high_growth"
"2607",2017,"08","Manufacturing",12461,422,365,303,185,96,"low_turnover","medium_growth"
"2608",2017,"08","Mining and logging",684,30,31,24,12,9,"low_turnover","low_growth"
"2609",2017,"08","Other services",5780,255,238,241,139,79,"low_turnover","low_growth"
"2610",2017,"08","Professional and business services",20568,1107,1141,1114,660,390,"high_turnover","high_growth"
"2611",2017,"08","Retail trade",15822.9,763,678,677,458,183,"high_turnover","high_growth"
"2612",2017,"08","Total private",124554,5794,5187,5030,2970,1749,"high_turnover","high_growth"
"2613",2017,"08","Trade, transportation, and utilities",27385,1249,1014,1009,651,301,"high_turnover","high_growth"
"2614",2017,"09","Construction",7004,181,400,379,170,203,"medium_turnover","low_growth"
"2615",2017,"09","Education and health services",23295,1132,656,608,404,159,"medium_turnover","high_growth"
"2616",2017,"09","Financial activities",8477,433,195,180,109,42,"low_turnover","medium_growth"
"2617",2017,"09","Government",22366,555,356,339,171,103,"low_turnover","medium_growth"
"2618",2017,"09","Information",2811,110,95,98,51,42,"low_turnover","low_growth"
"2619",2017,"09","Leisure and hospitality",16065,759,982,1034,652,355,"high_turnover","high_growth"
"2620",2017,"09","Manufacturing",12470,427,328,320,192,105,"medium_turnover","medium_growth"
"2621",2017,"09","Mining and logging",687,28,28,25,17,7,"low_turnover","low_growth"
"2622",2017,"09","Other services",5773,296,195,213,128,80,"low_turnover","low_growth"
"2623",2017,"09","Professional and business services",20571,1119,1144,1133,667,433,"high_turnover","high_growth"
"2624",2017,"09","Retail trade",15815.2,731,667,682,451,175,"high_turnover","high_growth"
"2625",2017,"09","Total private",124563,5684,5045,4995,3041,1704,"high_turnover","high_growth"
"2626",2017,"09","Trade, transportation, and utilities",27410,1200,1021,1004,651,278,"high_turnover","high_growth"
"2627",2017,"10","Construction",7027,207,399,381,178,184,"medium_turnover","low_growth"
"2628",2017,"10","Education and health services",23322,1136,676,654,428,175,"high_turnover","high_growth"
"2629",2017,"10","Financial activities",8482,414,232,225,126,77,"low_turnover","medium_growth"
"2630",2017,"10","Government",22369,529,341,336,168,111,"low_turnover","medium_growth"
"2631",2017,"10","Information",2812,96,91,86,43,40,"low_turnover","low_growth"
"2632",2017,"10","Leisure and hospitality",16156,826,1061,969,628,320,"high_turnover","high_growth"
"2633",2017,"10","Manufacturing",12492,424,347,319,196,104,"medium_turnover","medium_growth"
"2634",2017,"10","Mining and logging",687,30,32,32,20,11,"low_turnover","low_growth"
"2635",2017,"10","Other services",5795,268,239,223,115,105,"low_turnover","low_growth"
"2636",2017,"10","Professional and business services",20619,1301,1181,1133,650,414,"high_turnover","high_growth"
"2637",2017,"10","Retail trade",15810.9,746,690,685,444,190,"high_turnover","high_growth"
"2638",2017,"10","Total private",124827,5854,5294,5011,3025,1707,"high_turnover","high_growth"
"2639",2017,"10","Trade, transportation, and utilities",27435,1152,1037,988,642,278,"high_turnover","high_growth"
"2640",2017,"11","Construction",7066,218,363,319,139,170,"low_turnover","low_growth"
"2641",2017,"11","Education and health services",23374,1116,695,638,412,180,"high_turnover","high_growth"
"2642",2017,"11","Financial activities",8494,365,194,173,110,49,"low_turnover","low_growth"
"2643",2017,"11","Government",22393,510,371,339,178,99,"low_turnover","medium_growth"
"2644",2017,"11","Information",2813,86,89,78,46,26,"low_turnover","low_growth"
"2645",2017,"11","Leisure and hospitality",16170,879,1023,997,662,314,"high_turnover","high_growth"
"2646",2017,"11","Manufacturing",12514,417,344,325,192,114,"medium_turnover","medium_growth"
"2647",2017,"11","Mining and logging",693,28,34,29,15,12,"low_turnover","low_growth"
"2648",2017,"11","Other services",5806,263,198,172,85,78,"low_turnover","low_growth"
"2649",2017,"11","Professional and business services",20649,1029,1107,1088,676,339,"high_turnover","high_growth"
"2650",2017,"11","Retail trade",15816.1,948,708,737,442,245,"high_turnover","high_growth"
"2651",2017,"11","Total private",125028,5694,5102,4882,2979,1633,"high_turnover","high_growth"
"2652",2017,"11","Trade, transportation, and utilities",27449,1293,1054,1063,643,350,"high_turnover","high_growth"
"2653",2017,"12","Construction",7093,180,324,297,147,133,"low_turnover","low_growth"
"2654",2017,"12","Education and health services",23383,1135,677,658,410,195,"high_turnover","high_growth"
"2655",2017,"12","Financial activities",8498,367,192,179,111,49,"low_turnover","low_growth"
"2656",2017,"12","Government",22381,547,351,360,176,130,"low_turnover","medium_growth"
"2657",2017,"12","Information",2819,118,98,99,49,43,"low_turnover","low_growth"
"2658",2017,"12","Leisure and hospitality",16190,886,1000,984,680,274,"high_turnover","high_growth"
"2659",2017,"12","Manufacturing",12541,381,361,343,211,107,"medium_turnover","low_growth"
"2660",2017,"12","Mining and logging",692,20,30,29,17,11,"low_turnover","low_growth"
"2661",2017,"12","Other services",5806,202,222,216,107,98,"low_turnover","low_growth"
"2662",2017,"12","Professional and business services",20683,953,1079,1035,632,369,"high_turnover","high_growth"
"2663",2017,"12","Retail trade",15802.2,1004,694,701,480,187,"high_turnover","high_growth"
"2664",2017,"12","Total private",125170,5688,5074,4905,3046,1606,"high_turnover","high_growth"
"2665",2017,"12","Trade, transportation, and utilities",27465,1446,1092,1066,681,328,"high_turnover","high_growth"
"2666",2018,"01","Construction",7114,245,357,334,154,172,"medium_turnover","low_growth"
"2667",2018,"01","Education and health services",23437,1174,673,632,382,187,"high_turnover","high_growth"
"2668",2018,"01","Financial activities",8504,397,214,209,118,67,"low_turnover","medium_growth"
"2669",2018,"01","Government",22355,571,321,334,172,105,"low_turnover","medium_growth"
"2670",2018,"01","Information",2815,130,92,94,46,40,"low_turnover","low_growth"
"2671",2018,"01","Leisure and hospitality",16193,929,1016,1036,612,402,"high_turnover","high_growth"
"2672",2018,"01","Manufacturing",12558,440,366,351,212,111,"medium_turnover","medium_growth"
"2673",2018,"01","Mining and logging",699,26,33,29,20,8,"low_turnover","low_growth"
"2674",2018,"01","Other services",5811,213,204,193,109,77,"low_turnover","low_growth"
"2675",2018,"01","Professional and business services",20738,1125,1115,1023,552,412,"high_turnover","high_growth"
"2676",2018,"01","Retail trade",15785.5,902,751,740,452,233,"high_turnover","high_growth"
"2677",2018,"01","Total private",125317,6073,5190,5012,2862,1853,"high_turnover","high_growth"
"2678",2018,"01","Trade, transportation, and utilities",27448,1396,1119,1111,656,376,"high_turnover","high_growth"
"2679",2018,"02","Construction",7200,207,403,325,151,170,"low_turnover","medium_growth"
"2680",2018,"02","Education and health services",23491,1177,677,630,396,176,"high_turnover","high_growth"
"2681",2018,"02","Financial activities",8533,409,219,188,115,46,"low_turnover","medium_growth"
"2682",2018,"02","Government",22406,606,360,324,160,106,"low_turnover","medium_growth"
"2683",2018,"02","Information",2815,125,92,95,51,37,"low_turnover","low_growth"
"2684",2018,"02","Leisure and hospitality",16218,921,1056,1032,695,319,"high_turnover","high_growth"
"2685",2018,"02","Manufacturing",12588,438,377,350,216,115,"medium_turnover","medium_growth"
"2686",2018,"02","Mining and logging",706,27,34,28,20,7,"low_turnover","low_growth"
"2687",2018,"02","Other services",5815,229,188,185,106,68,"low_turnover","low_growth"
"2688",2018,"02","Professional and business services",20781,1115,1153,1111,630,431,"high_turnover","high_growth"
"2689",2018,"02","Retail trade",15821,856,743,682,444,192,"high_turnover","high_growth"
"2690",2018,"02","Total private",125672,5969,5309,4952,3015,1675,"high_turnover","high_growth"
"2691",2018,"02","Trade, transportation, and utilities",27525,1323,1110,1007,637,305,"high_turnover","high_growth"
"2692",2018,"03","Construction",7205,230,366,362,157,184,"medium_turnover","low_growth"
"2693",2018,"03","Education and health services",23523,1231,693,673,414,222,"high_turnover","high_growth"
"2694",2018,"03","Financial activities",8538,411,188,175,108,43,"low_turnover","medium_growth"
"2695",2018,"03","Government",22404,650,340,342,170,111,"low_turnover","medium_growth"
"2696",2018,"03","Information",2826,126,95,87,46,36,"low_turnover","low_growth"
"2697",2018,"03","Leisure and hospitality",16220,926,1040,1013,701,292,"high_turnover","high_growth"
"2698",2018,"03","Manufacturing",12611,424,363,350,216,111,"medium_turnover","medium_growth"
"2699",2018,"03","Mining and logging",714,26,35,29,19,9,"low_turnover","low_growth"
"2700",2018,"03","Other services",5812,218,217,227,170,45,"low_turnover","low_growth"
"2701",2018,"03","Professional and business services",20823,1204,1170,1131,636,427,"high_turnover","high_growth"
"2702",2018,"03","Retail trade",15833,926,753,754,456,217,"high_turnover","high_growth"
